,YTY 82T,YTY 84T,YTY 88T,YTY 78T,YTO 68T,YTO 92T,YTO 70T,YTY 94T,YTY 96T,YTY 81T,YTY 115T,YTY 95T,YTY 121T,YTY 91T,YTY 91N,YTO 71T,YTO 65T,YTO 78T,YTO 89T,YTO 67T,YTO 98T,YTO 98N
ILMN_2404135,39.84659,41.46921,36.63015,47.87956,47.30057,44.76872,40.92865,63.85033,62.24272,58.74714,55.27729,56.14141,57.70777,64.50467,59.3038,68.81793,49.62402,69.30499,58.45091,56.21514,56.4102,52.14418
ILMN_2391931,141.7114,274.0261,232.3161,482.5356,377.0241,453.4317,197.3992,1063.33,648041,421.4752,739.8386,1585.13,708.3971,2597418,1431.69,426.6969,773.4797,982.8232,569.8013,865067,1166423,950.6577
ILMN_1774219,42.97052,45.50512,37.99455,55.31273,50.06743,48.45421,40.54781,63.11519,57.85696,48.84096,60.20472,58.94565,55.66279,68.55502,61.82354,67.40217,58.20387,59.02278,57.56968,55.53919,64.88627,58.16912
ILMN_1655482,364.7374,833.8046,817.9379,1097285,1193463,647338,691.0862,752.9284,593.8214,722.8511,757.7509,688.9771,636.7268,958903,534509,1059692,885.5234,827.3083,678.6058,648.8162,851.6248,648.2275
ILMN_1797451,60.14204,76.95442,83.86939,119.2173,87.69151,71.91144,63.27467,91.99598,87.28175,94.74799,116.2197,89.79645,91.27385,112.5571,86.4669,118.0051,91.72478,97.85707,92.51845,90168,95.83723,94.39699
ILMN_1735051,37.95142,40.00525,41.23812,42.2601,49.87722,38945,39.39696,55.41681,54.15601,52.4388,60.76643,51.82206,59.46629,70.68579,50.61623,70.57438,55.49646,64.0589,58.68527,58.10638,63.26816,64.90398
ILMN_1706838,622.5308,1490724,1071558,1541743,1277869,1210356,900.6025,1769122,1526092,1566834,1528582,177.5826,1051.9,1900623,1528363,1454511,996.9056,1558471,1351778,1296713,1509648,1967289
ILMN_1658806,45.55697,39.51056,38.52411,45.16996,44.79342,43.23217,39.04237,56.09631,56.16765,56.44502,51.82995,49.81706,53.72964,67.59795,54.8339,74.2522,54.04731,53.84453,59.18714,48.13605,54.99386,54.24279
ILMN_1767342,86.11894,100.1673,97.95068,264.1609,91.56245,85.59331,89.42513,135.9475,185.3334,105.8283,185.9194,231.1877,168.6815,252.8674,84.03304,165.1745,139.3261,166.1091,180.0475,207.1033,210.2184,128.5421
ILMN_1703433,46.16784,44.79201,41.0602,55.77843,50.75081,43.89408,47.01028,67.87827,62.69276,69.0709,72.50906,60.70486,54.7585,83.02679,65.53035,89.84635,66.9181,75.62491,74.38979,58.28735,68.36297,62.72533
ILMN_1814402,38.07003,42.50648,38.85863,44.62939,47.10403,45.98019,37.63445,55.66368,60.29262,49.51196,52.16609,58.81553,53.16689,63.82388,50.01538,71.30522,52.11697,60.50997,55.16716,51.8911,52.99879,52.77707
ILMN_2136576,508.7255,1890677,1243495,2509295,1824807,2710972,914.5013,1302295,944.0488,1932645,1387.89,2743699,1494477,3327498,1982443,1528946,1050554,1808271,1812855,1207133,1641472,2154219
ILMN_2407482,313.8642,309195,1031141,450.7352,885.6526,779.0997,510.1311,271.6939,157511,528.6093,337152,565243,330.9288,685.4421,183.0581,325.9694,616.5683,271.0355,563.4621,528.4125,374.0685,177.2343
ILMN_2340886,429.1005,569942,654.7889,772.6631,938.6403,1065725,1504501,3541178,1719234,2675403,1429498,3412179,2036898,4464795,3420312,9715445,3627111,3810915,3841488,3141543,3585.86,4464139
ILMN_1800705,101.6042,220.6543,181.9247,564415,312.5901,233.7686,205.4214,257.1502,227.6334,297.7255,251.9402,133467,279.7704,243.4258,171.8757,326.0938,328.9047,334.3676,365.8403,306.6024,240.9242,130.9599
ILMN_2388254,54.82743,64.41221,39.36904,51.14055,55.13514,86.11353,133.5786,137.9024,66.3924,192.2353,85.2682,168.3723,78.98367,220.9867,122.3194,94.70453,198.5005,367.9413,192.1415,90.40002,61.45232,123.8111
ILMN_1764867,64.85627,76.40308,72.1457,97.05203,87.32989,84.27473,81.29249,469.0068,377.4845,526.0162,542.8903,735.1458,464.4943,783.1779,512.3527,460.9679,429.8208,580.1536,468.6584,428.4815,415279,583.4731
ILMN_1700967,579.1309,1364816,1439106,1844991,1175284,820.4496,777562,1397425,724.0549,649.8922,1248143,156.7887,885.7732,1773.66,749.4525,1318004,1213535,1459794,1079313,999.7357,1146994,885.4385
ILMN_1811574,114.3524,206.2638,179.4613,132668,156586,105.7194,307.5115,938.4944,240.3254,896.2628,172.1519,257.2554,467.3893,1188.11,597.6154,1362672,476.0723,728.1626,754.3636,698.4351,342.7043,1018268
ILMN_2232936,158.0425,335.3848,275.2765,862558,378.1426,85.70188,133.1933,138.6607,84.04737,73.71842,128.6871,102.2369,117.0961,114.8782,61.67482,196.3179,119.8874,97.76252,117.4818,100.2431,149.2205,74.04179
ILMN_2362245,49.00552,44.86568,43.39804,71.62301,56.99617,45.62484,42.13484,64.65059,63.47544,53.19958,63.59843,58.8898,56.59129,66.06014,61.06405,78.19274,63.55901,71.21186,64.12576,64.66497,65.05216,57.88528
ILMN_1761058,76.56429,92.0719,88.48138,115.9755,106.0969,98.07623,107.0554,375.5168,277.9946,288.5787,385.7488,193.1589,309.7698,505.6536,305.2411,419.6849,407919,413.6059,330.2278,321.7686,271.7713,246.8578
ILMN_1757497,402.5224,476.8715,1190841,1023617,856.5234,672.9708,602.4437,758.3427,525.6813,475.9065,692.1603,872.5645,670.9419,1470908,571.7415,1280707,728991,832.8258,586.3029,880.2499,1093945,600.9072
ILMN_1755862,67.25765,65.05334,58.63666,75.35398,130.8809,351.8521,50.88913,114.5602,106.3804,72.5043,171.5367,555.0323,129.7831,384.0258,575.6205,67.16292,106.3114,134.6405,78.95605,100.4949,115416,406.8031
ILMN_1772073,81.81074,249.3925,176.0984,409.2702,219.9474,402.5314,165004,440.4464,369.8776,470.5993,500.4788,315.5805,341.6581,505.3361,753.8486,503.2566,374.6197,559.3366,428.8681,391.9881,406.6154,469.1216
ILMN_1758038,44.50571,50.29028,38.94994,54.6076,57.82545,44.84659,53.05952,242.6426,161.5858,269.0496,175.6581,153.2422,181.4164,237.8578,174.8783,356.5271,212371,249813,234.1084,226.6367,208.3703,220.6388
ILMN_1741059,57.48041,86.06111,69.56509,85.28259,85.08222,166.2124,62.27325,103.2633,103.1271,207.9006,128.5357,118.4991,108.7413,202113,124.0506,89.87641,194.9862,194.4481,126.1007,125.3158,171.6316,96.96469
ILMN_2213136,205.2249,442196,638.1753,1059297,887.6034,889.6406,696.6849,788.5767,654.8337,947.4708,555.9498,1391863,752.6643,1750935,816.6772,1195802,1049952,886226,912.9572,783.8154,943.5972,495.0143
ILMN_1696503,71.86524,108.7185,135.4689,561.6226,206.6926,218.0298,100.7882,248224,167.6207,190623,287.7746,164.9123,305.5211,585.7649,194.3577,211.5074,196.9637,267.7662,205.4038,216.8428,379.4135,158.1638
ILMN_2211263,38.0836,46.50891,42.18483,47.13314,49.48043,43.78546,39.72314,57.52348,52.40498,63.97549,54.58043,115.7221,53.94583,96.61285,131.8595,65.15844,53.92007,54.07575,59.21094,58.61889,56.95373,170.0459
ILMN_2146389,192.0011,255.4144,338.0284,429.5017,351.4626,365.6011,188.4611,296.0867,284.5414,237.2008,607.6893,244.0919,204.0517,503.0168,337.1904,227235,323418,396.5335,272937,286.7839,293.31,359.6295
ILMN_1730867,914.3875,1344823,596.2496,1295313,800.2379,249197,1158242,4377591,2373904,1138537,2194907,897.8909,1807868,4812708,3028313,5500078,2544213,5887646,2237334,2846775,3917993,4600526
ILMN_2309180,41.40605,41.10078,36.49025,48.89935,49.70442,45.24027,41.11095,74.7367,55.95804,68.37642,55.04274,63.86224,55.53755,67.59063,62.07877,68.13396,59.54921,72.76574,63.23207,54.00598,56.34341,62.77383
ILMN_2260313,45.2415,48.23509,42.15762,69.47675,59.59776,50.67777,43.81012,81.85136,66.65109,71.08725,78.23835,72.20692,68.33092,87.19121,71.66783,90.2713,70.65066,79.29639,73.22998,66.98533,75.09615,75.80358
ILMN_1674349,150.7922,320.4034,357.5918,604.4055,490.7911,260.8948,222.1122,598.0505,289.6305,323.1533,685.2948,137.8892,470.2007,388.03,248.3123,352.9804,295.3663,448.8954,367.8777,333.8212,486.3943,257.7047
ILMN_1765858,41.91353,45.38111,39.50734,54739,53.13561,61.09982,40.62917,75.05516,73.04958,65.39392,78.71543,67.27429,89.22879,130.1998,99.62825,80.26912,85.27143,71.60374,71.3837,70.81827,68.68468,75.09358
ILMN_1689129,43.06524,48.81724,44.54164,157.5469,93.56119,60.93456,46.8125,60.92955,61.70317,61.4001,69.13779,60.94176,64.79251,73.09451,58.82388,98.55822,94.55881,118.4491,70.34994,69.24693,75.31718,67.02686
ILMN_2218637,81.10611,120.1682,53.52048,163.8343,255.6192,80.90385,633.4522,7638279,3698049,4506112,1490828,809.3909,1027562,4628381,982.9155,11103.76,1592.34,3693389,1456071,2507732,1645295,2535711
ILMN_1784203,36.97898,42.65912,35.36132,51.30439,48.02092,43.58968,36.31311,50.13734,51.63003,51.5771,50.60056,49.66853,42.47451,62.3064,50.96394,57.84906,49.76023,53.07092,54.51402,49.00302,55.42767,53.26532
ILMN_1752895,36.81709,47.87426,39.99032,56.09382,49.84028,41.9859,39.33204,58.14875,58.3489,62.2994,61.8847,56.57944,54.40769,76.4744,61.58404,68.94212,61.3325,79.63416,66.36416,57.12475,69.13638,62.39375
ILMN_2112256,68.08715,61.6525,110.7675,234.3854,119.5318,63.40071,74.08191,96.94592,80.39819,75.7905,95.37727,77.65308,82.32487,91.61514,70.48666,139.68,97.65091,92.85878,88.03927,89.75525,118.6596,71.3003
ILMN_1736814,482.5974,822.7449,975.7118,1789913,1500678,907.6767,1234153,1572562,1437899,2230926,2472012,962.9704,1527992,1388763,588.8412,3545821,2872478,1942021,1930533,1952155,2230.88,639.1932
ILMN_2361186,282.5357,493.9048,468.5214,1027.96,640.8636,558.3325,462.8401,634.7599,546.2982,373.6941,660.9837,451.3328,500.2788,645.8892,730.9301,612.6558,513.5188,553.0115,504365,464.8184,534.6035,544.4133
ILMN_2243036,6459343,8325882,10394.64,11569.82,11537.86,12052.9,12023.22,23912.88,15978.25,18125.23,16441.24,16310.43,19293.23,16125.06,18538.65,25291.21,20586.28,22238.26,21038.84,19743.14,23769.87,24566.98
ILMN_1668760,244.8345,269.4947,1452504,917.4503,1044715,590.2023,318.1118,1024911,590.8986,382.8805,401285,296.6772,689.4841,1772514,1515388,621719,701.8838,2031966,627.8774,450.2841,525.5547,617.3939
ILMN_1774800,83.9172,111.2108,136.2513,246767,175395,134.6256,98.73606,179.5123,143.0223,146.11,220.2003,81.35964,122.7664,107521,196.3897,236.9714,161.7048,190.5854,178.7538,142.7121,166.6171,125.4781
ILMN_1698766,48.04406,48795,42.97019,60.7637,59.11934,59.94563,49.87848,91.84228,80.77605,102.7986,85.50127,110.2362,79.22141,126487,88.92222,161.7511,105.32,85.12885,72.86444,74.98291,127.9287,83.41463
ILMN_2145670,82.96552,78.33926,223.3463,95.42105,127.1393,121067,198.4924,122.6569,154.6444,99.77898,191.9787,66.14256,155.4354,163649,262.8493,174.5454,149.4302,107.8089,97.64429,113.0143,177.4963,398.5125
ILMN_2373335,65.71164,106.6201,186003,98.48688,270.9231,112.2068,100025,117.7224,129.5514,218.3154,128.8148,91.30241,158809,147.3506,91.77585,237.6589,196.8384,176549,124.0662,303758,112871,78.99758
ILMN_1719622,59.52028,109.6036,626.1535,76.84338,107.1672,301.6919,58.47491,186.6453,161.9283,54.36783,186.2805,139.0791,105.3225,205.8439,561.2939,569.0079,146.3826,92.41793,132.5775,123907,301.6218,470.2314
ILMN_1764861,44.40658,40.22446,41.30925,49.72488,47.06227,41.5249,39.65443,52.55628,55.66343,52.88242,53.24136,58.41687,58.01341,60.42416,50.92933,67.92327,48.1558,52.1627,54.96606,56.43839,68.41042,54.96152
ILMN_1814657,40.82169,44.36304,43.07534,58.14382,49.52142,44.0182,43.63818,64.87437,61.05693,56.94722,66.45133,66.21075,61.88949,76.34342,69.6228,91.68388,70.51121,77.09521,66.1348,65.90897,72.94082,74.35001
ILMN_1718805,82.42302,104.2523,70.29112,129.82,105.0457,93.22552,90.55947,434.2438,332.6181,333.3019,556.4854,237.6855,287.7587,528.9984,334343,502.6558,435.2924,468.9515,311.0704,361.3185,348.6804,275.8551
ILMN_2373495,44.94383,51.13587,40.98448,50.97912,53.15903,47.81458,45.57202,78.95126,72.5151,78.30861,76.73147,67.71648,76.10809,116.3971,74.67992,105.3822,80.96114,79.81515,70.17082,77.4122,84.7851,83.22376
ILMN_2044572,45.50885,53.09368,51.19736,63.98125,65.44757,57.83251,53.94957,74.36991,70.27119,68.31673,76.27836,115.9419,71.03655,120.1717,81467,83.96126,68.04143,84.38026,73.47814,84.24982,99.31827,86.99335
ILMN_2120429,98.52818,118.9358,150.1346,172.6389,198179,180.9698,109.2517,241.0958,208.5675,108172,266.0253,291.9944,218595,433.4889,211654,859.2098,197.7697,166.5046,180.1566,256.6441,214.5907,172.5471
ILMN_2375160,159.7209,311.0139,213.9071,290.7972,201.3813,178.3945,140.1064,400.9878,248371,350741,428.4366,179.0026,289129,431.6037,266.7841,447.0549,320.2748,438.8434,375.8715,355.9196,335.9147,372.2658
ILMN_1735798,42.70142,38.38002,35.4956,43.46415,40.3149,43.55405,42.74997,52.32937,45.74123,50.80701,51.78411,52.62344,46.44966,59.38657,52.09655,71.7538,55.30596,58.41539,58.49455,56.26892,54.91684,52.32619
ILMN_2391178,258741,549.3556,578.6212,969.7653,755.1691,610.3207,623.3712,627.7045,467954,853.0398,739.4394,749.9908,531544,915.5416,488.0711,647.4628,717.6256,799.6684,655.1799,581.6731,546.5225,497.9443
ILMN_2109156,227.9736,439.8262,321.8976,890.0822,372.1701,350.5337,372.9643,859.5129,818.3886,796.9208,1044766,425.9859,666.5607,952.5164,542.0049,1074292,826.1522,748.7307,836.2361,691.1603,959.6451,422.9605
ILMN_1758315,40.68276,40.59506,40.16793,56.22317,47.79611,51.56909,42.91574,54.30925,57.53949,55.45595,57.44337,57.79544,50.39651,56.72853,53.10561,67.58472,49.4166,58.89404,57.31509,57.09587,53.28741,65.25195
ILMN_1679690,44.93724,45.60755,59.96456,54.98734,59.09968,54.69064,52.78794,81.04346,73.51633,87.19655,86.7579,81.16953,112.7373,118.4686,88.45303,116.7194,187.2309,126.8388,186.5566,87.28696,92.49058,82.72075
ILMN_2171102,141.2616,235.9911,194921,547.7996,287.4809,293.8026,169.8404,298.4709,203.1268,226.8077,284.0371,202.6126,310.9719,368.6632,224.6453,361.7465,311.0924,290.4209,283.7561,246.2397,386.3447,221.8971
ILMN_1686454,74.23791,78.44018,102.6566,238775,109.8689,200.6727,74.15215,108.4969,84.72637,64.23723,162.2407,340.0042,121.8633,369.1469,187.1136,129.3258,115.4671,166.3532,99.16119,115.1809,179.5206,159.9272
ILMN_1707828,41.32793,43.28976,38.76886,47.84066,50.47026,43.00288,39.78681,55.30176,56.9168,50.0846,52.15509,51.57435,50.84659,57.96392,44.68013,58.96402,49.81399,59.14617,53.98191,51.59695,55.76663,54.62186
ILMN_2409384,217.9375,364.9842,248.2175,717.3956,289.3881,250.7319,288636,557.9185,421263,292.7937,584.3235,356.4321,322.7405,630688,300.8322,566.2346,469.0457,408.7049,498.2802,411.1588,494.3524,241.8651
ILMN_1716154,40.93794,44.09622,37.85075,45.48203,46.35884,41.48409,48.54849,61.20164,57.13031,53.4821,52.01506,56.40673,56.58584,63.03902,52.16076,83.11687,61.25415,67.51086,59.50687,53.71833,64.10797,64.48289
ILMN_2338565,501.3008,1081115,1236345,2596308,1271872,674.9591,745.9489,1306055,1023.88,843.87,1555999,1732304,1054805,2179157,954.3261,2321314,1391852,1528.72,1075494,1210179,1427833,813.9557
ILMN_1675150,42.89368,47.75484,42.44817,42.13704,47.02073,44.33464,44.14913,63.8093,62.61675,54.8047,55.84934,61.18365,54.81955,70.91152,57.48836,76.0276,52.9896,75.38737,56.62457,50.90412,62.8333,58.30873
ILMN_1683239,41.02954,36.65906,37.93213,47.0334,54.87156,40.63224,42.87094,51.59157,59.00761,56.65092,52.70295,53.68798,50.45534,63134,51.05061,71.41557,53.53998,66.58838,58.52848,57.26537,59.34799,59.65536
ILMN_2182980,177.8089,350.1223,396603,355.3449,448.0454,210.2175,284796,396.9471,235.9071,356.5285,375.7271,281.5744,291.7729,442.3248,333.9079,587.6047,336.4807,374.1851,392.8813,311.1129,287.4979,357.2791
ILMN_1745976,58.93613,56.28475,52.46618,68.10426,61.13482,61.75921,47.57649,139.7886,113.7966,136634,135.4176,192.3195,110548,197705,135.1369,186.9448,164.9134,154.6429,168.4352,150.7068,165.5455,116.2431
ILMN_2094938,39.96978,42.31444,31.45734,42.60742,44.26382,39.81467,38.1655,46.17173,49.40479,47.63129,51.1082,45.85704,47.20774,55.57048,46.51216,57.65803,48.33777,53.66426,51.35947,47.95331,49.41637,51.73065
ILMN_2115490,42.20158,50.28693,46.32157,62.42226,57.19509,52.1881,42.16625,65.79439,66.44603,67003,72.03941,74.68169,64.71431,81.71174,64.53262,91.44501,75.42797,80.45329,74.96076,67.6721,72.66158,73.90544
ILMN_1806828,47.1174,48.80577,57.36699,76.44531,110.2174,64.40465,54.74475,75.86528,63.91333,77.83304,68.07384,81.85693,74.10501,88.02876,90.61496,99.99178,106.7782,94.57943,100.8625,74.03088,80.28216,70.81397
ILMN_1706419,55.78386,73.49266,215.6687,65.02753,70.91231,61.15345,68.59454,269.0513,133.8209,382.8431,196.7876,59.4467,95.61687,283.0472,47.80927,128.5714,385.6491,105.8879,131.5925,731674,377.7661,59.68931
ILMN_1651692,54.67057,88.52551,65.8867,161.5511,109.8687,124.5731,65.60218,116.2547,76.40765,94.65138,185.0831,107.3382,127.4001,171.2624,130.5829,161.3551,108555,122.1282,127981,119.0974,115.4705,119.7884
ILMN_2202915,1021916,1556679,1509103,5058014,2698579,782.2133,2308187,3090437,3167814,1269.73,2085008,193.9315,2006735,1754461,1024.45,3132.58,2520263,2438772,1515309,1584968,2439769,817.4603
ILMN_1704091,86.46952,97.6032,140.6691,202.7253,207.6417,98.78209,78.60264,152.4747,129.2086,100.0666,164.1714,68.39127,139.9391,196.7432,137.8157,131508,144.2288,187.2,112903,139.0214,122.4977,133.1566
ILMN_2279217,77.9209,116.2966,218.7903,268.4956,341.1894,250.4001,194.2092,124.0418,169.9801,243.1849,218.0793,232.3013,175661,268.5108,142.0197,581.7327,228.8859,220.6351,265145,193.5196,143.1189,170.6537
ILMN_1737343,47.1194,61.48039,44.17975,65.92348,56.94653,51.41352,50.54049,74.0122,78.47875,83.3576,91.36187,82.54526,77.79096,102.0506,77.24108,99.01659,77.17253,81.0698,83.55762,63.80722,91.26846,74.97421
ILMN_1696187,49.23125,49.84187,48.38941,90.11417,66.1928,61.16487,49.41389,79.18154,84.16041,81.4608,84.37479,95.49263,71.98969,95.41648,75.2314,106.7533,80.49875,100.6561,84.60547,74.91431,80.55845,84.43279
ILMN_1742179,51.96697,51.45289,59.61913,70.71199,62.40097,55.76661,41.66198,80.72819,66.72392,58.26097,69.91409,59.54891,61.98602,83.11042,60.80733,98.50128,76.58148,87.0051,71.05352,76.13078,84.87145,64.0745
ILMN_2184250,276.9856,672.9079,403.6009,679.6444,692816,933.3051,825368,1049686,673.7027,1625787,955.2108,918.9575,823.2491,762.0933,888.3812,2242356,1017391,896.5358,1304356,883566,775.9816,961.0447
ILMN_2197164,241884,335.4032,483.7653,930.9144,708.4913,215.0009,433.5001,332.7254,327.0552,273.4253,637031,91.7356,413.2567,187895,210.0144,496379,388.6964,335.1897,326.6346,454.9753,337.2092,208.4981
ILMN_1758871,45.02802,45.08324,36.96685,51.50686,53.68521,48.62884,45.60525,106.1466,106.3666,128.4185,93.61737,78.77413,80.37345,95.02724,86.40466,174.3414,113.5167,126.0587,125.6957,92.8006,91.05959,85.86866
ILMN_1772964,329.2618,1007626,814633,1563943,803.1111,958.7117,840.1111,894.6769,723.4299,986.3549,1002949,631.0814,487675,1073088,743.5569,1339979,719434,937.6454,862.5266,666.1942,653.7615,689.1515
ILMN_2194577,604.0062,1322221,1076893,1261.53,1430.87,2775375,1528228,1638801,1638772,1887795,1765504,2245978,1312693,2300865,1952.51,3139607,1169165,1577409,1609397,1173242,1827259,2253272
ILMN_1769563,149.5506,359.7444,380.3665,587.3236,896.0612,397.4507,452.6204,397.1201,214.6387,1037143,520.6292,439.4254,580.1205,474.4116,208.9193,165.5096,1250607,328.9091,1314675,490534,440.9692,156.3852
ILMN_2396546,42.03249,52.58417,44494,72.56866,63.84582,56.07168,47.29599,64.41882,60.03581,56.70377,66.09455,73.23483,62.79102,87.92783,68.50929,85.44561,62.69943,65.26575,64.82474,64.79166,61.67525,63.87747
ILMN_1713685,67.42942,139.3678,106.9275,131.7775,113.7195,126.7054,112.1345,189.3114,136.1659,195.4789,156634,112.9574,118.1505,140.4362,112.8617,159.5932,120.9646,150.4829,183.8482,126.2596,119.0329,150.3346
ILMN_1721989,905.0104,1123219,1632471,2766529,2168474,1153.84,1666032,2134774,1644.13,2094515,2847073,641.2153,1671964,3315478,2199358,3650465,2796.76,3057.67,2392184,2163.73,2437.14,2104242
ILMN_1653292,46.32656,74.61424,46.52372,120.1407,93.24899,57.1386,72.05291,67.29658,68.23935,64.18005,74.36311,66.61699,61.09629,79.87346,62.39445,79.94255,65.29678,77.96714,63.81498,63.15079,74.11433,64.72835
ILMN_2226324,45.0897,49.30518,51.51848,68.17596,60.78544,51.01146,51.10468,89.1298,65.32699,84.24033,80.2051,78.73946,81.88715,110.9839,70.33732,89.80858,86.17989,97.67696,85.18796,82.99729,71.95923,83.2236
ILMN_2371397,639.6996,921.0225,2045864,2130364,2177209,2837598,2949293,4318982,2672.79,4175116,2750708,5603156,3678932,6776747,6913771,13910.14,5089.93,5796064,6430781,4479157,7356253,7905735
ILMN_1658080,65.4808,75.74358,83.70447,111.2772,108.2809,71.36575,61.3124,156.3854,115.4488,154.7126,190.6192,71.83636,151.6393,123.7749,131.6455,141.7855,173.6655,175.4172,171.2201,145.2013,166964,118994
ILMN_2336609,38.98721,42.03087,42.69032,61.58425,52.04946,40.94698,40.47028,84.25466,71.6937,89.5753,71.26149,57.94511,100.2934,151.9905,122458,138.4337,179.6376,70.36393,120.9241,105.3152,212.1766,56.93602
ILMN_1652017,54.10696,57888,96.82421,90.93411,81.18636,118.1828,80.10499,130.2875,91.05327,176.4066,109.5956,85.95428,148225,223116,108.8923,116.3649,235.8477,129.7713,217.4812,166051,218.9577,117.0544
ILMN_2166384,45.44879,45.48789,46109,65.32262,63.37156,58.7589,60.27709,92.7674,71493,76.47774,76.84837,82.01849,91.37375,114.5336,79.1889,113.2179,84.57912,96.57452,79.38912,84.11024,98.01985,72.85139
ILMN_1735445,45.52248,54.25297,41.72059,59.19498,62.26782,66.93367,47.36762,55.17037,56.85507,51.52539,55.88042,56.94625,62.11766,71.4059,72.08188,59.99123,51.72338,65.7537,53.59131,60881,59.86334,65.4977
